"ProcessName","ExecutablePath","ProcessId","ParentProcessId","CommandLine","Priority","Date"
"LifeExp.exe","C:\Program Files (x86)\Microsoft LifeCam\LifeExp.exe","836","4132","""C:\Program Files (x86)\Microsoft LifeCam\LifeExp.exe"" ","8","1/28/2014 7:31:45 AM"
"TscHelp.exe","C:\Program Files (x86)\TechSmith\Snagit 11\TSCHelp.exe","5200","2460","""C:\Program Files (x86)\TechSmith\Snagit 11\TSCHelp.exe"" ","8","1/28/2014 7:31:55 AM"
"SnagPriv.exe","C:\Program Files (x86)\TechSmith\Snagit 11\SnagPriv.exe","5216","2460","""C:\Program Files (x86)\TechSmith\Snagit 11\SnagPriv.exe"" ","8","1/28/2014 7:31:58 AM"
"cmd.exe","C:\Windows\system32\cmd.exe","5416","3040","""C:\Windows\system32\cmd.exe"" ","8","1/28/2014 7:32:05 AM"
"conhost.exe","C:\Windows\system32\conhost.exe","5424","580","\??\C:\Windows\system32\conhost.exe ""829730739-1390643816-690102455-1221025408-1944458024-7273785601788805351810947353","8","1/28/2014 7:32:05 AM"
"chrome.exe","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","5448","3676","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/PP_EnableZeroSuggest_R3_Stable_ArmC/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group7 pct:10g stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/ManagedModeLaunch/Active/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group3/UMA-New-Install-Uniformity-Trial/Experiment/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_08/UMA-Uniformity-Trial-1-Percent/group_32/UMA-Uniformity-Trial-10-Percent/default/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_03/UMA-Uniformity-Trial-5-Percent/group_07/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --extension-process --disable-client-side-phishing-detection --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""3676.2.285960980\648411229"" /prefetch:673131151","8","1/28/2014 7:32:06 AM"
"chrome.exe","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","5512","3676","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/PP_EnableZeroSuggest_R3_Stable_ArmC/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group7 pct:10g stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/ManagedModeLaunch/Active/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group3/UMA-New-Install-Uniformity-Trial/Experiment/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_08/UMA-Uniformity-Trial-1-Percent/group_32/UMA-Uniformity-Trial-10-Percent/default/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_03/UMA-Uniformity-Trial-5-Percent/group_07/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --extension-process --disable-client-side-phishing-detection --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""3676.3.235117794\1400112617"" /prefetch:673131151","8","1/28/2014 7:32:06 AM"
"chrome.exe","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","5524","3676","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/PP_EnableZeroSuggest_R3_Stable_ArmC/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group7 pct:10g stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/ManagedModeLaunch/Active/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group3/UMA-New-Install-Uniformity-Trial/Experiment/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_08/UMA-Uniformity-Trial-1-Percent/group_32/UMA-Uniformity-Trial-10-Percent/default/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_03/UMA-Uniformity-Trial-5-Percent/group_07/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --extension-process --disable-client-side-phishing-detection --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""3676.4.2081728182\289805858"" /prefetch:673131151","8","1/28/2014 7:32:06 AM"
"chrome.exe","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","5532","3676","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-US --force-fieldtrials=""AutocompleteDynamicTrial_2/PP_EnableZeroSuggest_R3_Stable_ArmC/BrowserPreReadExperiment/100-pct-default/ChromeSuggestions/Default/DeferBackgroundExtensionCreation/RateLimited/EmbeddedSearch/Group7 pct:10g stable:pp1 use_cacheable_ntp:1 espv:210 suppress_on_srp:1/ManagedModeLaunch/Active/Prerender/PrerenderEnabled/PrerenderLocalPredictorSpec/LocalPredictor=Disabled/ShowAppLauncherPromo/ShowPromoUntilDismissed/Test0PercentDefault/group_01/UMA-Dynamic-Binary-Uniformity-Trial/default/UMA-Dynamic-Uniformity-Trial/Group3/UMA-New-Install-Uniformity-Trial/Experiment/UMA-Population-Restrict/normal/UMA-Session-Randomized-Uniformity-Trial-5-Percent/group_08/UMA-Uniformity-Trial-1-Percent/group_32/UMA-Uniformity-Trial-10-Percent/default/UMA-Uniformity-Trial-100-Percent/group_01/UMA-Uniformity-Trial-20-Percent/group_03/UMA-Uniformity-Trial-5-Percent/group_07/UMA-Uniformity-Trial-50-Percent/group_01/"" --enable-threaded-compositing --enable-delegated-renderer --enable-deadline-scheduling --extension-process --disable-client-side-phishing-detection --renderer-print-preview --disable-html-notifications --enable-software-compositing --channel=""3676.5.1445721835\1935264023"" /prefetch:673131151","8","1/28/2014 7:32:06 AM"
"OSPPSVC.EXE","C:\Program Files\Common Files\Microsoft Shared\OfficeSoftwareProtectionPlatform\OSPPSVC.EXE","5700","692","""C:\Program Files\Common Files\Microsoft Shared\OfficeSoftwareProtectionPlatform\OSPPSVC.EXE""","8","1/28/2014 7:32:30 AM"
